key,generation,grandChild,survivedTime,eatenTrees,reproduced,timeOfDeath,causeOfDeath,fitness
0, 1, 0, 57, 0, 0, 0, 1, 0
4, 1, 0, 57, 0, 0, 0, 1, 0
0, 1, 0, 58, 0, 0, 0, 1, 0
4, 1, 0, 58, 0, 0, 0, 1, 0
0, 1, 0, 59, 0, 0, 0, 1, 0
4, 1, 0, 59, 0, 0, 0, 1, 0
0, 1, 0, 60, 0, 0, 0, 1, 0
4, 1, 0, 60, 0, 0, 0, 1, 0
1, 1, 0, 65, 0, 0, 0, 1, 0
2, 1, 0, 65, 0, 0, 0, 1, 0
1, 1, 0, 66, 0, 0, 0, 1, 0
2, 1, 0, 66, 0, 0, 0, 1, 0
1, 1, 0, 67, 0, 0, 0, 1, 0
2, 1, 0, 67, 0, 0, 0, 1, 0
1, 1, 0, 68, 0, 0, 0, 1, 0
2, 1, 0, 68, 0, 0, 0, 1, 0
5, 1, 0, 13, 0, 0, 0, 2, -1
5, 1, 0, 14, 0, 0, 0, 2, -2
5, 1, 0, 15, 0, 0, 0, 2, -3
5, 1, 0, 16, 0, 0, 0, 2, -4
3, 1, 0, 76, 0, 0, 0, 1, 0
3, 1, 0, 77, 0, 0, 0, 1, 0
3, 1, 0, 78, 0, 0, 0, 1, 0
3, 1, 0, 79, 0, 0, 0, 1, 0
6, 1, 0, 57, 0, 0, 0, 1, 0
6, 1, 0, 58, 0, 0, 0, 1, 0
6, 1, 0, 59, 0, 0, 0, 1, 0
6, 1, 0, 60, 0, 0, 0, 1, 0
7, 1, 0, 57, 0, 0, 0, 1, 0
7, 1, 0, 58, 0, 0, 0, 1, 0
7, 1, 0, 59, 0, 0, 0, 1, 0
7, 1, 0, 60, 0, 0, 0, 1, 0
10, 1, 0, 54, 0, 0, 0, 1, 0
10, 1, 0, 55, 0, 0, 0, 1, 0
9, 1, 0, 63, 0, 0, 0, 1, 0
10, 1, 0, 56, 0, 0, 0, 1, 0
9, 1, 0, 64, 0, 0, 0, 1, 0
10, 1, 0, 57, 0, 0, 0, 1, 0
9, 1, 0, 65, 0, 0, 0, 1, 0
9, 1, 0, 66, 0, 0, 0, 1, 0
14, 1, 0, 18, 0, 0, 0, 2, -1
14, 1, 0, 19, 0, 0, 0, 2, -2
14, 1, 0, 20, 0, 0, 0, 2, -3
14, 1, 0, 21, 0, 0, 0, 2, -4
11, 1, 0, 65, 0, 0, 0, 1, 0
11, 1, 0, 66, 0, 0, 0, 1, 0
11, 1, 0, 67, 0, 0, 0, 1, 0
11, 1, 0, 68, 0, 0, 0, 1, 0
13, 1, 0, 56, 0, 0, 0, 2, -1
12, 1, 0, 65, 0, 0, 0, 1, 0
13, 1, 0, 57, 0, 0, 0, 2, -2
12, 1, 0, 66, 0, 0, 0, 1, 0
13, 1, 0, 58, 0, 0, 0, 2, -3
12, 1, 0, 67, 0, 0, 0, 1, 0
13, 1, 0, 59, 0, 0, 0, 2, -4
12, 1, 0, 68, 0, 0, 0, 1, 0
16, 1, 0, 17, 0, 0, 1, 2, -1
16, 1, 0, 18, 0, 0, 1, 2, -2
16, 1, 0, 19, 0, 0, 1, 2, -3
16, 1, 0, 20, 0, 0, 1, 2, -4
15, 1, 0, 56, 1, 0, 1, 2, 0
15, 1, 0, 57, 1, 0, 1, 2, -1
15, 1, 0, 58, 1, 0, 1, 2, -2
15, 1, 0, 59, 1, 0, 1, 2, -3
18, 1, 0, 44, 0, 0, 1, 2, -1
18, 1, 0, 45, 0, 0, 1, 2, -2
18, 1, 0, 46, 0, 0, 1, 2, -3
18, 1, 0, 47, 0, 0, 1, 2, -4
17, 1, 0, 69, 0, 0, 1, 2, -1
17, 1, 0, 70, 0, 0, 1, 2, -2
17, 1, 0, 71, 0, 0, 1, 2, -3
17, 1, 0, 72, 0, 0, 1, 2, -4
19, 1, 0, 65, 0, 0, 1, 1, 0
19, 1, 0, 66, 0, 0, 1, 1, 0
19, 1, 0, 67, 0, 0, 1, 1, 0
20, 1, 0, 65, 0, 0, 1, 1, 0
20, 1, 0, 66, 0, 0, 1, 1, 0
20, 1, 0, 67, 0, 0, 1, 1, 0
20, 1, 0, 68, 0, 0, 1, 1, 0
21, 1, 0, 48, 0, 0, 1, 2, -1
21, 1, 0, 49, 0, 0, 1, 2, -2
21, 1, 0, 50, 0, 0, 1, 2, -3
21, 1, 0, 51, 0, 0, 1, 2, -4
22, 1, 0, 54, 0, 0, 1, 1, 0
22, 1, 0, 55, 0, 0, 1, 1, 0
22, 1, 0, 56, 0, 0, 1, 1, 0
22, 1, 0, 57, 0, 0, 1, 1, 0
23, 1, 0, 65, 0, 0, 1, 1, 0
23, 1, 0, 66, 0, 0, 1, 1, 0
23, 1, 0, 67, 0, 0, 1, 1, 0
23, 1, 0, 68, 0, 0, 1, 1, 0
24, 1, 0, 65, 0, 0, 1, 1, 0
24, 1, 0, 66, 0, 0, 1, 1, 0
24, 1, 0, 67, 0, 0, 1, 1, 0
24, 1, 0, 68, 0, 0, 1, 1, 0
8, 1, 0, 271, 4, 0, 1, 1, 4
8, 1, 0, 272, 4, 0, 1, 1, 4
8, 1, 0, 273, 4, 0, 1, 1, 4
8, 1, 0, 274, 4, 0, 1, 1, 4
26, 1, 0, 65, 0, 0, 1, 1, 0
26, 1, 0, 66, 0, 0, 1, 1, 0
26, 1, 0, 67, 0, 0, 1, 1, 0
26, 1, 0, 68, 0, 0, 1, 1, 0
27, 1, 0, 57, 0, 0, 1, 1, 0
27, 1, 0, 58, 0, 0, 1, 1, 0
27, 1, 0, 59, 0, 0, 1, 1, 0
27, 1, 0, 60, 0, 0, 1, 1, 0
28, 1, 0, 57, 0, 0, 1, 1, 0
28, 1, 0, 58, 0, 0, 1, 1, 0
28, 1, 0, 59, 0, 0, 1, 1, 0
28, 1, 0, 60, 0, 0, 1, 1, 0
8, 1, 1, 76, 0, 0, 1, 1, 0
8, 1, 1, 77, 0, 0, 1, 1, 0
8, 1, 1, 2, 0, 0, 1, 2, -1
8, 1, 1, 78, 0, 0, 2, 1, 0
8, 1, 1, 3, 0, 0, 2, 2, -2
8, 1, 1, 79, 0, 0, 2, 1, 0
8, 1, 1, 4, 0, 0, 2, 2, -3
8, 1, 1, 5, 0, 0, 2, 2, -4
25, 1, 0, 148, 3, 0, 2, 2, 2
25, 1, 0, 149, 3, 0, 2, 2, 1
25, 1, 0, 150, 3, 0, 2, 2, 0
25, 1, 0, 151, 3, 0, 2, 2, -1
29, 1, 0, 65, 0, 0, 2, 1, 0
8, 1, 1, 57, 0, 0, 2, 1, 0
29, 1, 0, 66, 0, 0, 2, 1, 0
8, 1, 1, 58, 0, 0, 2, 1, 0
29, 1, 0, 67, 0, 0, 2, 1, 0
8, 1, 1, 59, 0, 0, 2, 1, 0
29, 1, 0, 68, 0, 0, 2, 1, 0
8, 1, 1, 60, 0, 0, 2, 1, 0
8, 1, 1, 65, 0, 0, 2, 1, 0
8, 1, 1, 66, 0, 0, 2, 1, 0
8, 1, 1, 67, 0, 0, 2, 1, 0
8, 1, 1, 68, 0, 0, 2, 1, 0
31, 1, 0, 65, 0, 0, 2, 1, 0
31, 1, 0, 66, 0, 0, 2, 1, 0
31, 1, 0, 67, 0, 0, 2, 1, 0
31, 1, 0, 68, 0, 0, 2, 1, 0
8, 1, 1, 94, 1, 0, 2, 2, 0
8, 1, 1, 95, 1, 0, 2, 2, -1
8, 1, 1, 96, 1, 0, 2, 2, -2
8, 1, 1, 97, 1, 0, 2, 2, -3
30, 1, 0, 75, 0, 0, 2, 1, 0
30, 1, 0, 76, 0, 0, 2, 1, 0
30, 1, 0, 77, 0, 0, 2, 1, 0
30, 1, 0, 78, 0, 0, 2, 1, 0
25, 1, 1, 57, 0, 0, 2, 1, 0
25, 1, 1, 58, 0, 0, 2, 1, 0
25, 1, 1, 59, 0, 0, 2, 1, 0
25, 1, 1, 60, 0, 0, 2, 1, 0
25, 1, 1, 61, 0, 0, 2, 1, 0
25, 1, 1, 75, 0, 0, 2, 1, 0
25, 1, 1, 76, 0, 0, 2, 1, 0
25, 1, 1, 77, 0, 0, 2, 1, 0
25, 1, 1, 78, 0, 0, 2, 1, 0
25, 1, 1, 65, 0, 0, 2, 1, 0
25, 1, 1, 66, 0, 0, 2, 1, 0
25, 1, 1, 67, 0, 0, 2, 1, 0
25, 1, 1, 68, 0, 0, 2, 1, 0
32, 1, 0, 65, 0, 0, 2, 1, 0
32, 1, 0, 66, 0, 0, 2, 1, 0
32, 1, 0, 67, 0, 0, 2, 1, 0
32, 1, 0, 68, 0, 0, 2, 1, 0
34, 1, 0, 16, 0, 0, 2, 2, -1
34, 1, 0, 17, 0, 0, 2, 2, -2
34, 1, 0, 18, 0, 0, 2, 2, -3
34, 1, 0, 19, 0, 0, 2, 2, -4
25, 1, 1, 55, 0, 0, 2, 2, -1
25, 1, 1, 56, 0, 0, 2, 2, -2
25, 1, 1, 57, 0, 0, 2, 2, -3
33, 1, 0, 65, 0, 0, 2, 1, 0
25, 1, 1, 58, 0, 0, 2, 2, -4
33, 1, 0, 66, 0, 0, 2, 1, 0
33, 1, 0, 67, 0, 0, 2, 1, 0
33, 1, 0, 68, 0, 0, 2, 1, 0
35, 1, 0, 57, 0, 0, 2, 1, 0
35, 1, 0, 58, 0, 0, 2, 1, 0
35, 1, 0, 59, 0, 0, 2, 1, 0
35, 1, 0, 60, 0, 0, 2, 1, 0
36, 1, 0, 65, 0, 0, 3, 1, 0
36, 1, 0, 66, 0, 0, 3, 1, 0
40, 1, 0, 2, 0, 0, 3, 2, -1
36, 1, 0, 67, 0, 0, 3, 1, 0
40, 1, 0, 3, 0, 0, 3, 2, -2
36, 1, 0, 68, 0, 0, 3, 1, 0
40, 1, 0, 4, 0, 0, 3, 2, -3
40, 1, 0, 5, 0, 0, 3, 2, -4
41, 1, 0, 8, 0, 0, 3, 2, -1
41, 1, 0, 9, 0, 0, 3, 2, -2
41, 1, 0, 10, 0, 0, 3, 2, -3
41, 1, 0, 11, 0, 0, 3, 2, -4
37, 1, 0, 57, 0, 0, 3, 1, 0
37, 1, 0, 58, 0, 0, 3, 1, 0
37, 1, 0, 59, 0, 0, 3, 1, 0
37, 1, 0, 60, 0, 0, 3, 1, 0
38, 1, 0, 57, 0, 0, 3, 1, 0
38, 1, 0, 58, 0, 0, 3, 1, 0
38, 1, 0, 59, 0, 0, 3, 1, 0
38, 1, 0, 60, 0, 0, 3, 1, 0
44, 1, 0, 14, 0, 0, 3, 2, -1
44, 1, 0, 15, 0, 0, 3, 2, -2
44, 1, 0, 16, 0, 0, 3, 2, -3
44, 1, 0, 17, 0, 0, 3, 2, -4
39, 1, 0, 67, 0, 0, 3, 1, 0
39, 1, 0, 68, 0, 0, 3, 1, 0
39, 1, 0, 69, 0, 0, 3, 1, 0
39, 1, 0, 70, 0, 0, 3, 1, 0
42, 1, 0, 57, 0, 0, 3, 1, 0
42, 1, 0, 58, 0, 0, 3, 1, 0
42, 1, 0, 59, 0, 0, 3, 1, 0
42, 1, 0, 60, 0, 0, 3, 1, 0
43, 1, 0, 65, 0, 0, 3, 1, 0
43, 1, 0, 66, 0, 0, 3, 1, 0
43, 1, 0, 67, 0, 0, 3, 1, 0
43, 1, 0, 68, 0, 0, 3, 1, 0
45, 1, 0, 57, 0, 0, 3, 1, 0
45, 1, 0, 58, 0, 0, 3, 1, 0
45, 1, 0, 59, 0, 0, 3, 1, 0
45, 1, 0, 60, 0, 0, 3, 1, 0
46, 1, 0, 65, 0, 0, 3, 1, 0
49, 1, 0, 16, 0, 0, 3, 2, -1
46, 1, 0, 66, 0, 0, 3, 1, 0
49, 1, 0, 17, 0, 0, 3, 2, -2
46, 1, 0, 67, 0, 0, 3, 1, 0
49, 1, 0, 18, 0, 0, 3, 2, -3
46, 1, 0, 68, 0, 0, 3, 1, 0
49, 1, 0, 19, 0, 0, 3, 2, -4
8, 1, 1, 376, 4, 0, 3, 1, 4
8, 1, 1, 377, 4, 0, 3, 1, 4
8, 1, 1, 378, 4, 0, 3, 1, 4
8, 1, 1, 379, 4, 0, 3, 1, 4
47, 1, 0, 60, 0, 0, 3, 1, 0
47, 1, 0, 61, 0, 0, 3, 1, 0
47, 1, 0, 62, 0, 0, 3, 1, 0
47, 1, 0, 63, 0, 0, 3, 1, 0
50, 1, 0, 49, 0, 0, 3, 2, -1
50, 1, 0, 50, 0, 0, 3, 2, -2
50, 1, 0, 51, 0, 0, 3, 2, -3
48, 1, 0, 75, 0, 0, 3, 1, 0
50, 1, 0, 52, 0, 0, 3, 2, -4
53, 1, 0, 4, 0, 0, 3, 2, -1
48, 1, 0, 76, 0, 0, 3, 1, 0
50, 1, 0, 53, 0, 0, 3, 2, -5
53, 1, 0, 5, 0, 0, 3, 2, -2
48, 1, 0, 77, 0, 0, 3, 1, 0
53, 1, 0, 6, 0, 0, 3, 2, -3
48, 1, 0, 78, 0, 0, 3, 1, 0
53, 1, 0, 7, 0, 0, 3, 2, -4
51, 1, 0, 57, 0, 0, 3, 1, 0
51, 1, 0, 58, 0, 0, 3, 1, 0
51, 1, 0, 59, 0, 0, 3, 1, 0
51, 1, 0, 60, 0, 0, 3, 1, 0
52, 1, 0, 65, 0, 0, 3, 1, 0
52, 1, 0, 66, 0, 0, 3, 1, 0
52, 1, 0, 67, 0, 0, 3, 1, 0
52, 1, 0, 68, 0, 0, 3, 1, 0
54, 1, 0, 65, 0, 0, 4, 1, 0
54, 1, 0, 66, 0, 0, 4, 1, 0
54, 1, 0, 67, 0, 0, 4, 1, 0
54, 1, 0, 68, 0, 0, 4, 1, 0
55, 1, 0, 57, 0, 0, 4, 2, -1
55, 1, 0, 58, 0, 0, 4, 2, -2
55, 1, 0, 59, 0, 0, 4, 2, -3
55, 1, 0, 60, 0, 0, 4, 2, -4
8, 1, 2, 82, 1, 0, 4, 2, 0
8, 1, 2, 83, 1, 0, 4, 2, -1
8, 1, 2, 84, 1, 0, 4, 2, -2
8, 1, 2, 85, 1, 0, 4, 2, -3
8, 1, 2, 151, 1, 0, 4, 1, 1
8, 1, 2, 152, 1, 0, 4, 1, 1
8, 1, 2, 153, 1, 0, 4, 1, 1
8, 1, 2, 154, 1, 0, 4, 1, 1
8, 1, 2, 155, 1, 0, 4, 1, 1
8, 1, 2, 153, 3, 0, 4, 2, 2
8, 1, 2, 154, 3, 0, 4, 2, 1
8, 1, 2, 155, 3, 0, 4, 2, 0
8, 1, 2, 156, 3, 0, 4, 2, -1
8, 1, 2, 103, 1, 0, 4, 2, 0
8, 1, 2, 104, 1, 0, 4, 2, -1
8, 1, 2, 105, 1, 0, 4, 2, -2
8, 1, 2, 106, 1, 0, 4, 2, -3
56, 1, 0, 69, 0, 0, 4, 1, 0
56, 1, 0, 70, 0, 0, 4, 1, 0
56, 1, 0, 71, 0, 0, 4, 1, 0
56, 1, 0, 72, 0, 0, 4, 1, 0
8, 1, 3, 82, 1, 0, 4, 2, 0
8, 1, 3, 83, 1, 0, 4, 2, -1
8, 1, 3, 84, 1, 0, 4, 2, -2
8, 1, 3, 104, 1, 0, 4, 2, 0
8, 1, 3, 85, 1, 0, 4, 2, -3
8, 1, 3, 81, 1, 0, 4, 2, 0
8, 1, 3, 105, 1, 0, 4, 2, -1
8, 1, 3, 82, 1, 0, 4, 2, -1
8, 1, 3, 106, 1, 0, 4, 2, -2
8, 1, 3, 83, 1, 0, 4, 2, -2
8, 1, 3, 107, 1, 0, 4, 2, -3
8, 1, 3, 84, 1, 0, 4, 2, -3
8, 1, 3, 65, 0, 0, 5, 1, 0
8, 1, 3, 66, 0, 0, 5, 1, 0
8, 1, 3, 67, 0, 0, 5, 1, 0
8, 1, 3, 68, 0, 0, 5, 1, 0
8, 1, 3, 65, 0, 0, 5, 1, 0
8, 1, 3, 66, 0, 0, 5, 1, 0
8, 1, 3, 67, 0, 0, 5, 1, 0
8, 1, 3, 68, 0, 0, 5, 1, 0
8, 1, 3, 57, 0, 0, 5, 1, 0
8, 1, 3, 58, 0, 0, 5, 1, 0
8, 1, 3, 59, 0, 0, 5, 1, 0
8, 1, 3, 60, 0, 0, 5, 1, 0
8, 1, 3, 57, 0, 0, 5, 1, 0
8, 1, 3, 58, 0, 0, 5, 1, 0
8, 1, 3, 59, 0, 0, 5, 1, 0
8, 1, 3, 60, 0, 0, 5, 1, 0
57, 1, 0, 135, 2, 0, 5, 2, 1
57, 1, 0, 136, 2, 0, 5, 2, 0
57, 1, 0, 137, 2, 0, 5, 2, -1
57, 1, 0, 138, 2, 0, 5, 2, -2
8, 1, 2, 353, 4, 0, 5, 1, 4
8, 1, 2, 354, 4, 0, 5, 1, 4
8, 1, 2, 355, 4, 0, 5, 1, 4
8, 1, 2, 356, 4, 0, 5, 1, 4
58, 1, 0, 78, 1, 0, 5, 2, 0
58, 1, 0, 79, 1, 0, 5, 2, -1
58, 1, 0, 80, 1, 0, 5, 2, -2
58, 1, 0, 81, 1, 0, 5, 2, -3
58, 1, 0, 82, 1, 0, 5, 2, -4
8, 1, 2, 430, 5, 0, 5, 1, 5
8, 1, 2, 431, 5, 0, 5, 1, 5
8, 1, 2, 432, 5, 0, 5, 1, 5
8, 1, 2, 433, 5, 0, 5, 1, 5
8, 1, 3, 57, 0, 0, 5, 1, 0
8, 1, 3, 58, 0, 0, 5, 1, 0
8, 1, 3, 59, 0, 0, 5, 1, 0
8, 1, 3, 60, 0, 0, 5, 1, 0
59, 1, 0, 139, 2, 0, 6, 2, 1
59, 1, 0, 140, 2, 0, 6, 2, 0
59, 1, 0, 141, 2, 0, 6, 2, -1
59, 1, 0, 142, 2, 0, 6, 2, -2
8, 1, 3, 98, 1, 0, 6, 2, 0
8, 1, 3, 99, 1, 0, 6, 2, -1
8, 1, 3, 100, 1, 0, 6, 2, -2
8, 1, 3, 101, 1, 0, 6, 2, -3
8, 1, 3, 151, 1, 0, 6, 1, 1
8, 1, 3, 152, 1, 0, 6, 1, 1
8, 1, 3, 153, 1, 0, 6, 1, 1
8, 1, 3, 154, 1, 0, 6, 1, 1
8, 1, 3, 155, 1, 0, 6, 1, 1
8, 1, 3, 57, 0, 0, 6, 1, 0
8, 1, 3, 58, 0, 0, 6, 1, 0
8, 1, 3, 2, 0, 0, 6, 2, -1
8, 1, 3, 59, 0, 0, 6, 1, 0
8, 1, 3, 3, 0, 0, 6, 2, -2
8, 1, 3, 60, 0, 0, 6, 1, 0
8, 1, 3, 4, 0, 0, 6, 2, -3
8, 1, 3, 5, 0, 0, 6, 2, -4
8, 1, 3, 57, 0, 0, 6, 1, 0
8, 1, 3, 58, 0, 0, 6, 1, 0
8, 1, 3, 59, 0, 0, 6, 1, 0
8, 1, 3, 60, 0, 0, 6, 1, 0
60, 1, 0, 76, 0, 0, 6, 1, 0
60, 1, 0, 77, 0, 0, 6, 1, 0
60, 1, 0, 78, 0, 0, 6, 1, 0
60, 1, 0, 79, 0, 0, 6, 1, 0
8, 1, 3, 57, 0, 0, 6, 1, 0
8, 1, 3, 58, 0, 0, 6, 1, 0
8, 1, 3, 59, 0, 0, 6, 1, 0
8, 1, 3, 60, 0, 0, 6, 1, 0
8, 1, 3, 81, 1, 0, 6, 2, 0
8, 1, 3, 82, 1, 0, 6, 2, -1
8, 1, 3, 83, 1, 0, 6, 2, -2
8, 1, 3, 84, 1, 0, 6, 2, -3
8, 1, 3, 85, 1, 0, 6, 2, -4
8, 1, 3, 57, 0, 0, 6, 1, 0
8, 1, 3, 58, 0, 0, 6, 1, 0
8, 1, 3, 59, 0, 0, 6, 1, 0
8, 1, 3, 60, 0, 0, 6, 1, 0
61, 1, 0, 57, 0, 0, 6, 1, 0
61, 1, 0, 58, 0, 0, 6, 1, 0
61, 1, 0, 59, 0, 0, 6, 1, 0
61, 1, 0, 60, 0, 0, 6, 1, 0
8, 1, 3, 107, 3, 0, 6, 2, 2
8, 1, 3, 108, 3, 0, 6, 2, 1
8, 1, 3, 109, 3, 0, 6, 2, 0
8, 1, 3, 110, 3, 0, 6, 2, -1
8, 1, 3, 57, 0, 0, 6, 1, 0
8, 1, 3, 58, 0, 0, 6, 1, 0
8, 1, 3, 59, 0, 0, 6, 1, 0
8, 1, 3, 60, 0, 0, 6, 1, 0
8, 1, 4, 84, 2, 0, 7, 2, 1
8, 1, 4, 85, 2, 0, 7, 2, 0
8, 1, 4, 86, 2, 0, 7, 2, -1
8, 1, 4, 87, 2, 0, 7, 2, -2
59, 1, 1, 106, 1, 0, 7, 2, 0
59, 1, 1, 107, 1, 0, 7, 2, -1
59, 1, 1, 108, 1, 0, 7, 2, -2
59, 1, 1, 109, 1, 0, 7, 2, -3
8, 1, 3, 301, 3, 0, 7, 1, 3
8, 1, 3, 302, 3, 0, 7, 1, 3
8, 1, 3, 303, 3, 0, 7, 1, 3
8, 1, 3, 304, 3, 0, 7, 1, 3
59, 1, 1, 163, 1, 0, 7, 1, 1
59, 1, 1, 164, 1, 0, 7, 1, 1
59, 1, 1, 165, 1, 0, 7, 1, 1
59, 1, 1, 166, 1, 0, 7, 1, 1
8, 1, 4, 65, 0, 0, 7, 1, 0
8, 1, 4, 66, 0, 0, 7, 1, 0
8, 1, 4, 67, 0, 0, 7, 1, 0
8, 1, 4, 68, 0, 0, 7, 1, 0
62, 1, 0, 65, 0, 0, 7, 1, 0
62, 1, 0, 66, 0, 0, 7, 1, 0
62, 1, 0, 67, 0, 0, 7, 1, 0
62, 1, 0, 68, 0, 0, 7, 1, 0
63, 1, 0, 46, 0, 0, 7, 2, -1
63, 1, 0, 47, 0, 0, 7, 2, -2
63, 1, 0, 48, 0, 0, 7, 2, -3
63, 1, 0, 49, 0, 0, 7, 2, -4
8, 1, 4, 65, 0, 0, 7, 1, 0
8, 1, 4, 66, 0, 0, 7, 1, 0
8, 1, 4, 67, 0, 0, 7, 1, 0
8, 1, 4, 68, 0, 0, 7, 1, 0
8, 1, 4, 102, 2, 0, 7, 2, 1
8, 1, 4, 103, 2, 0, 7, 2, 0
8, 1, 5, 2, 0, 0, 7, 2, -1
8, 1, 4, 104, 2, 0, 7, 2, -1
8, 1, 5, 3, 0, 0, 7, 2, -2
8, 1, 4, 105, 2, 0, 7, 2, -2
8, 1, 5, 4, 0, 0, 7, 2, -3
8, 1, 5, 5, 0, 0, 7, 2, -4
8, 1, 5, 86, 2, 0, 8, 2, 1
8, 1, 5, 87, 2, 0, 8, 2, 0
8, 1, 5, 88, 2, 0, 8, 2, -1
8, 1, 5, 89, 2, 0, 8, 2, -2
8, 1, 5, 65, 0, 0, 8, 1, 0
8, 1, 5, 66, 0, 0, 8, 1, 0
8, 1, 5, 67, 0, 0, 8, 1, 0
8, 1, 5, 68, 0, 0, 8, 1, 0
8, 1, 5, 76, 0, 0, 8, 1, 0
8, 1, 5, 77, 0, 0, 8, 1, 0
8, 1, 5, 78, 0, 0, 8, 1, 0
8, 1, 5, 79, 0, 0, 8, 1, 0
8, 1, 4, 76, 0, 0, 8, 1, 0
8, 1, 4, 77, 0, 0, 8, 1, 0
8, 1, 4, 78, 0, 0, 8, 1, 0
8, 1, 4, 79, 0, 0, 8, 1, 0
64, 1, 0, 98, 1, 0, 8, 2, 0
64, 1, 0, 99, 1, 0, 8, 2, -1
64, 1, 0, 100, 1, 0, 8, 2, -2
64, 1, 0, 101, 1, 0, 8, 2, -3
64, 1, 0, 102, 1, 0, 8, 2, -4
8, 1, 4, 301, 3, 0, 8, 1, 3
8, 1, 4, 302, 3, 0, 8, 1, 3
8, 1, 4, 303, 3, 0, 8, 1, 3
8, 1, 4, 304, 3, 0, 8, 1, 3
8, 1, 4, 101, 2, 0, 8, 2, 1
8, 1, 4, 93, 1, 0, 8, 2, 0
8, 1, 4, 102, 2, 0, 8, 2, 0
8, 1, 4, 94, 1, 0, 8, 2, -1
8, 1, 4, 103, 2, 0, 8, 2, -1
8, 1, 4, 95, 1, 0, 8, 2, -2
8, 1, 4, 104, 2, 0, 8, 2, -2
8, 1, 4, 96, 1, 0, 8, 2, -3
59, 1, 2, 65, 0, 0, 8, 1, 0
59, 1, 2, 66, 0, 0, 8, 1, 0
59, 1, 2, 67, 0, 0, 8, 1, 0
59, 1, 2, 68, 0, 0, 8, 1, 0
8, 1, 5, 99, 2, 0, 9, 2, 1
8, 1, 5, 100, 2, 0, 9, 2, 0
8, 1, 5, 65, 0, 0, 9, 1, 0
8, 1, 5, 101, 2, 0, 9, 2, -1
8, 1, 5, 66, 0, 0, 9, 1, 0
8, 1, 5, 102, 2, 0, 9, 2, -2
8, 1, 5, 67, 0, 0, 9, 1, 0
8, 1, 5, 68, 0, 0, 9, 1, 0
8, 1, 5, 65, 0, 0, 9, 1, 0
8, 1, 5, 66, 0, 0, 9, 1, 0
8, 1, 5, 67, 0, 0, 9, 1, 0
8, 1, 5, 68, 0, 0, 9, 1, 0
8, 1, 3, 664, 16, 0, 9, 1, 16
8, 1, 3, 665, 16, 0, 9, 1, 16
8, 1, 3, 666, 16, 0, 9, 1, 16
8, 1, 3, 667, 16, 0, 9, 1, 16
8, 1, 5, 65, 0, 0, 9, 1, 0
8, 1, 5, 66, 0, 0, 9, 1, 0
8, 1, 5, 67, 0, 0, 9, 1, 0
8, 1, 5, 68, 0, 0, 9, 1, 0
8, 1, 5, 69, 0, 0, 9, 1, 0
8, 1, 5, 151, 1, 0, 9, 1, 1
8, 1, 5, 152, 1, 0, 9, 1, 1
8, 1, 5, 153, 1, 0, 9, 1, 1
8, 1, 5, 154, 1, 0, 9, 1, 1
8, 1, 4, 57, 0, 0, 9, 1, 0
8, 1, 4, 58, 0, 0, 9, 1, 0
8, 1, 4, 59, 0, 0, 9, 1, 0
8, 1, 6, 101, 1, 0, 9, 2, 0
8, 1, 6, 100, 3, 0, 9, 2, 2
8, 1, 4, 60, 0, 0, 9, 1, 0
8, 1, 6, 102, 1, 0, 9, 2, -1
8, 1, 6, 101, 3, 0, 9, 2, 1
8, 1, 4, 61, 0, 0, 9, 1, 0
8, 1, 6, 103, 1, 0, 9, 2, -2
8, 1, 6, 102, 3, 0, 9, 2, 0
8, 1, 6, 104, 1, 0, 9, 2, -3
8, 1, 6, 103, 3, 0, 9, 2, -1
8, 1, 4, 86, 3, 0, 9, 2, 2
8, 1, 4, 87, 3, 0, 9, 2, 1
8, 1, 4, 88, 3, 0, 9, 2, 0
8, 1, 4, 89, 3, 0, 9, 2, -1
8, 1, 4, 126, 3, 0, 9, 2, 2
8, 1, 4, 127, 3, 0, 9, 2, 1
8, 1, 4, 128, 3, 0, 9, 2, 0
8, 1, 4, 129, 3, 0, 9, 2, -1
8, 1, 4, 151, 1, 0, 10, 1, 1
8, 1, 4, 152, 1, 0, 10, 1, 1
8, 1, 4, 153, 1, 0, 10, 1, 1
8, 1, 4, 154, 1, 0, 10, 1, 1
8, 1, 5, 76, 0, 0, 10, 1, 0
8, 1, 5, 77, 0, 0, 10, 1, 0
8, 1, 5, 2, 0, 0, 10, 2, -1
8, 1, 5, 78, 0, 0, 10, 1, 0
8, 1, 5, 3, 0, 0, 10, 2, -2
8, 1, 5, 79, 0, 0, 10, 1, 0
8, 1, 5, 4, 0, 0, 10, 2, -3
8, 1, 5, 5, 0, 0, 10, 2, -4
8, 1, 5, 76, 0, 0, 10, 1, 0
8, 1, 5, 77, 0, 0, 10, 1, 0
8, 1, 5, 78, 0, 0, 10, 1, 0
8, 1, 5, 79, 0, 0, 10, 1, 0
8, 1, 6, 57, 0, 0, 10, 1, 0
8, 1, 6, 58, 0, 0, 10, 1, 0
8, 1, 6, 59, 0, 0, 10, 1, 0
8, 1, 6, 60, 0, 0, 10, 1, 0
8, 1, 5, 76, 0, 0, 10, 1, 0
8, 1, 5, 77, 0, 0, 10, 1, 0
8, 1, 5, 78, 0, 0, 10, 1, 0
8, 1, 6, 57, 0, 0, 10, 1, 0
