key,generation,grandChild,survivedTime,eatenTrees,reproduced,reproducedMutual,timeOfDeath,causeOfDeath,fitness,newLevel
1, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
18, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
19, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
76, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
82, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
94, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
116, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
25, 1, 0, 3, 0, 0, 0, 0, 2, 0, 0
113, 1, 0, 3, 0, 0, 0, 0, 2, 0, 0
52, 1, 0, 4, 1, 0, 0, 0, 2, 1, 0
110, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0
112, 1, 0, 4, 0, 0, 0, 0, 2, 0, 0
130, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0
45, 1, 0, 8, 0, 0, 0, 0, 2, 0, 0
106, 1, 0, 8, 0, 0, 0, 0, 2, 0, 0
71, 1, 0, 9, 0, 0, 0, 0, 2, 0, 0
8, 1, 0, 11, 0, 0, 0, 0, 2, 0, 0
66, 1, 0, 11, 0, 0, 0, 0, 2, 0, 0
65, 1, 0, 13, 1, 0, 0, 0, 2, 1, 0
79, 1, 0, 15, 0, 0, 0, 0, 2, 0, 0
41, 1, 0, 18, 0, 0, 0, 1, 2, 0, 0
96, 1, 0, 18, 0, 0, 0, 1, 2, 0, 0
24, 1, 0, 20, 0, 0, 0, 1, 2, 0, 0
46, 1, 0, 20, 1, 0, 0, 1, 2, 1, 0
73, 1, 0, 20, 1, 0, 0, 1, 2, 1, 0
56, 1, 0, 22, 2, 0, 0, 1, 2, 2, 0
139, 1, 0, 8, 0, 0, 0, 1, 2, 0, 0
34, 1, 0, 23, 0, 0, 0, 1, 2, 0, 0
48, 1, 0, 25, 1, 0, 0, 1, 2, 1, 0
98, 1, 0, 25, 0, 0, 0, 1, 2, 0, 0
4, 1, 0, 29, 0, 0, 0, 1, 2, 0, 0
11, 1, 0, 29, 0, 0, 0, 1, 2, 0, 0
69, 1, 0, 29, 2, 0, 0, 1, 2, 2, 0
122, 1, 0, 28, 0, 0, 0, 1, 2, 0, 0
7, 1, 0, 31, 0, 0, 0, 1, 2, 0, 0
64, 1, 0, 32, 0, 0, 0, 1, 2, 0, 0
29, 1, 0, 33, 0, 0, 0, 1, 2, 0, 0
0, 1, 0, 36, 1, 0, 0, 1, 2, 1, 0
21, 1, 0, 36, 2, 0, 0, 1, 2, 2, 0
59, 1, 0, 36, 0, 0, 0, 1, 2, 0, 0
2, 1, 0, 38, 0, 0, 0, 1, 2, 0, 0
15, 1, 0, 38, 1, 0, 0, 1, 2, 1, 0
90, 1, 0, 38, 0, 0, 0, 1, 2, 0, 0
124, 1, 0, 37, 0, 0, 0, 1, 2, 0, 0
42, 1, 0, 40, 1, 0, 0, 1, 2, 1, 0
57, 1, 0, 40, 0, 0, 0, 1, 2, 0, 0
107, 1, 0, 41, 1, 0, 0, 1, 2, 1, 0
109, 1, 0, 41, 0, 0, 0, 1, 2, 0, 0
151, 1, 0, 13, 0, 0, 0, 1, 2, 0, 0
127, 1, 0, 41, 0, 0, 0, 1, 2, 0, 0
67, 1, 0, 44, 1, 0, 0, 1, 2, 1, 0
84, 1, 0, 44, 4, 0, 0, 1, 2, 4, 0
150, 1, 0, 17, 4, 0, 0, 1, 2, 4, 0
120, 1, 0, 46, 0, 0, 0, 1, 2, 0, 0
126, 1, 0, 46, 0, 0, 0, 1, 2, 0, 0
20, 1, 0, 51, 0, 0, 0, 1, 2, 1, 0
146, 1, 0, 30, 2, 0, 0, 1, 2, 2, 0
30, 1, 0, 53, 0, 0, 0, 1, 2, 1, 0
58, 1, 0, 56, 0, 0, 0, 1, 2, 1, 0
3, 1, 0, 57, 0, 0, 0, 1, 2, 1, 0
170, 1, 0, 4, 2, 0, 0, 2, 2, 2, 0
86, 1, 0, 61, 0, 0, 0, 2, 2, 1, 0
72, 1, 0, 65, 0, 0, 0, 2, 2, 1, 0
157, 1, 0, 30, 0, 0, 0, 2, 2, 0, 0
32, 1, 0, 68, 0, 0, 0, 2, 2, 1, 0
156, 1, 0, 38, 3, 0, 0, 2, 2, 3, 0
135, 1, 1, 28, 1, 0, 0, 2, 2, 1, 0
147, 1, 0, 51, 0, 0, 0, 2, 2, 1, 0
135, 1, 1, 34, 0, 0, 0, 2, 2, 0, 0
115, 1, 0, 77, 2, 0, 0, 2, 2, 3, 0
140, 1, 0, 61, 2, 0, 0, 2, 2, 3, 0
152, 1, 0, 50, 2, 0, 0, 2, 2, 3, 0
135, 1, 0, 71, 1, 0, 1, 2, 2, 5, 0
136, 1, 0, 69, 0, 0, 0, 2, 2, 1, 0
145, 1, 0, 60, 8, 0, 0, 2, 2, 9, 0
174, 1, 0, 11, 0, 0, 0, 2, 2, 0, 0
135, 1, 1, 15, 1, 0, 0, 2, 2, 1, 0
33, 1, 0, 86, 5, 0, 0, 2, 2, 6, 0
35, 1, 0, 86, 0, 0, 0, 2, 2, 1, 0
68, 1, 0, 86, 0, 0, 0, 2, 2, 1, 0
102, 1, 0, 86, 4, 0, 0, 2, 2, 5, 0
125, 1, 0, 85, 1, 0, 0, 2, 2, 2, 0
173, 1, 0, 19, 0, 0, 0, 2, 2, 0, 0
160, 1, 0, 50, 0, 0, 0, 2, 2, 1, 0
135, 1, 1, 47, 3, 0, 0, 2, 2, 3, 0
9, 1, 0, 89, 2, 0, 0, 2, 2, 3, 0
81, 1, 0, 90, 0, 0, 0, 2, 2, 1, 0
5, 1, 0, 91, 5, 0, 0, 2, 2, 6, 0
129, 1, 0, 89, 0, 0, 0, 2, 2, 1, 0
132, 1, 0, 88, 4, 0, 0, 2, 2, 5, 0
176, 1, 0, 15, 0, 0, 0, 2, 2, 0, 0
135, 1, 1, 6, 0, 0, 0, 2, 2, 0, 0
70, 1, 0, 93, 2, 0, 0, 2, 2, 3, 0
108, 1, 0, 95, 2, 0, 0, 2, 2, 3, 0
187, 1, 0, 4, 0, 0, 0, 2, 2, 0, 0
142, 1, 0, 77, 3, 0, 0, 2, 2, 4, 0
61, 1, 0, 97, 6, 0, 0, 3, 2, 7, 0
178, 1, 0, 20, 1, 0, 0, 3, 2, 1, 0
175, 1, 0, 23, 0, 0, 0, 3, 2, 0, 0
188, 1, 0, 8, 0, 0, 0, 3, 2, 0, 0
13, 1, 0, 100, 2, 0, 1, 3, 2, 7, 0
189, 1, 0, 9, 0, 0, 0, 3, 2, 0, 0
47, 1, 0, 103, 0, 0, 0, 3, 2, 2, 0
22, 1, 0, 108, 0, 0, 0, 3, 1, 2, 0
163, 1, 1, 9, 0, 0, 0, 3, 2, 0, 0
141, 1, 0, 92, 0, 0, 0, 3, 2, 1, 0
159, 1, 0, 77, 2, 0, 0, 3, 2, 3, 0
163, 1, 1, 18, 1, 0, 0, 3, 2, 1, 0
6, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
12, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
14, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
16, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
17, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
23, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
26, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
27, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
31, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
37, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
38, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
44, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
49, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
50, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
51, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
53, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
62, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
77, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
78, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
83, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
87, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
88, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
89, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
92, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
93, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
97, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
100, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
101, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
105, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
114, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
117, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
118, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
119, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
181, 1, 0, 30, 0, 0, 0, 3, 2, 0, 0
163, 1, 1, 23, 0, 0, 0, 3, 2, 0, 0
91, 1, 0, 114, 0, 0, 0, 3, 2, 2, 0
104, 1, 0, 114, 0, 0, 0, 3, 1, 2, 0
121, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
163, 1, 1, 23, 0, 0, 0, 3, 2, 0, 0
163, 1, 1, 2, 0, 0, 0, 3, 2, 0, 0
212, 1, 0, 2, 0, 0, 0, 3, 2, 0, 0
128, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
135, 1, 1, 30, 1, 0, 0, 3, 2, 1, 0
192, 1, 0, 8, 1, 0, 0, 3, 2, 1, 0
193, 1, 0, 4, 0, 0, 0, 3, 2, 0, 0
40, 1, 0, 116, 0, 0, 0, 3, 1, 2, 0
75, 1, 0, 116, 0, 0, 0, 3, 1, 2, 0
163, 1, 0, 77, 4, 0, 2, 3, 2, 11, 0
204, 1, 0, 4, 0, 0, 0, 3, 2, 0, 0
111, 1, 0, 117, 0, 0, 0, 3, 1, 2, 0
131, 1, 0, 114, 0, 0, 0, 3, 1, 2, 0
163, 1, 1, 5, 0, 0, 0, 3, 2, 0, 0
197, 1, 0, 6, 0, 0, 0, 3, 2, 0, 0
133, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
134, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
103, 1, 0, 122, 0, 0, 0, 3, 2, 2, 0
163, 1, 1, 10, 0, 0, 0, 3, 2, 0, 0
163, 1, 1, 10, 1, 0, 0, 3, 2, 1, 0
63, 1, 0, 123, 3, 0, 0, 3, 2, 5, 0
137, 1, 0, 113, 0, 0, 0, 3, 1, 2, 0
163, 1, 1, 2, 0, 0, 0, 3, 2, 0, 0
184, 1, 0, 40, 2, 0, 0, 3, 2, 2, 0
135, 1, 1, 80, 0, 0, 0, 3, 2, 1, 0
205, 1, 0, 14, 0, 0, 0, 3, 2, 0, 0
221, 1, 0, 12, 2, 0, 0, 3, 2, 2, 0
10, 1, 0, 129, 0, 0, 0, 3, 1, 2, 0
74, 1, 0, 129, 0, 0, 0, 3, 1, 2, 0
80, 1, 0, 129, 0, 0, 0, 3, 1, 2, 0
85, 1, 0, 129, 0, 0, 0, 3, 1, 2, 0
185, 1, 0, 44, 0, 0, 0, 3, 2, 0, 0
163, 1, 1, 32, 4, 0, 0, 3, 2, 4, 0
163, 1, 1, 17, 0, 0, 0, 3, 2, 0, 0
163, 1, 1, 17, 0, 0, 0, 3, 2, 0, 0
123, 1, 0, 129, 0, 0, 0, 3, 1, 2, 0
200, 1, 0, 18, 1, 0, 0, 3, 2, 1, 0
163, 1, 1, 10, 0, 0, 0, 4, 2, 0, 0
143, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
135, 1, 1, 92, 0, 0, 0, 4, 2, 1, 0
163, 1, 1, 25, 1, 0, 0, 4, 2, 1, 0
225, 1, 0, 13, 1, 0, 0, 4, 2, 1, 0
54, 1, 0, 133, 0, 0, 0, 4, 1, 2, 0
233, 1, 0, 5, 0, 0, 0, 4, 2, 0, 0
163, 1, 1, 22, 0, 0, 0, 4, 2, 0, 0
163, 1, 1, 6, 0, 0, 0, 4, 2, 0, 0
135, 1, 1, 49, 0, 0, 0, 4, 2, 0, 0
163, 1, 1, 19, 0, 0, 0, 4, 2, 0, 0
163, 1, 1, 24, 0, 0, 0, 4, 2, 0, 0
149, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
163, 1, 1, 23, 1, 0, 0, 4, 2, 1, 0
163, 1, 1, 10, 0, 0, 0, 4, 2, 0, 0
163, 1, 1, 8, 0, 0, 0, 4, 2, 0, 0
243, 1, 0, 4, 0, 0, 0, 4, 2, 0, 0
135, 1, 1, 81, 5, 0, 0, 4, 2, 6, 0
183, 1, 0, 56, 0, 0, 0, 4, 2, 1, 0
218, 1, 0, 27, 0, 0, 0, 4, 2, 0, 0
144, 1, 0, 123, 0, 0, 0, 4, 1, 2, 0
163, 1, 1, 42, 2, 0, 1, 4, 2, 5, 0
99, 1, 0, 143, 0, 0, 0, 4, 1, 2, 0
154, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
135, 1, 1, 58, 0, 0, 0, 4, 2, 1, 0
207, 1, 0, 31, 0, 0, 0, 4, 2, 0, 0
163, 1, 1, 31, 0, 0, 0, 4, 2, 0, 0
155, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
60, 1, 0, 146, 1, 0, 0, 4, 1, 3, 0
135, 1, 1, 77, 0, 0, 0, 4, 2, 1, 0
206, 1, 0, 35, 4, 0, 0, 4, 2, 4, 0
229, 1, 0, 21, 0, 0, 0, 4, 2, 0, 0
163, 1, 1, 16, 1, 0, 0, 4, 2, 1, 0
209, 1, 0, 37, 0, 0, 0, 4, 2, 0, 0
28, 1, 0, 150, 0, 0, 0, 4, 1, 3, 0
39, 1, 0, 150, 2, 0, 0, 4, 2, 5, 0
161, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
163, 1, 1, 48, 5, 0, 0, 4, 2, 5, 0
162, 1, 0, 114, 0, 0, 0, 4, 1, 2, 0
36, 1, 0, 152, 1, 0, 0, 4, 1, 4, 0
158, 1, 0, 117, 0, 0, 0, 4, 1, 2, 0
223, 1, 0, 37, 0, 0, 0, 4, 2, 0, 0
251, 1, 0, 11, 0, 0, 0, 4, 2, 0, 0
135, 1, 1, 113, 0, 0, 0, 4, 1, 2, 0
180, 1, 0, 74, 2, 0, 0, 4, 2, 3, 0
163, 1, 1, 33, 0, 0, 0, 4, 2, 0, 0
191, 1, 0, 62, 0, 0, 0, 4, 2, 1, 0
163, 1, 1, 48, 4, 0, 0, 4, 2, 4, 0
166, 1, 0, 115, 0, 0, 0, 4, 1, 2, 0
244, 1, 0, 24, 0, 0, 0, 4, 2, 0, 0
167, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
168, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
177, 1, 0, 86, 0, 0, 0, 4, 2, 1, 0
194, 1, 0, 52, 1, 0, 0, 4, 2, 2, 0
135, 1, 1, 128, 0, 0, 0, 4, 1, 2, 0
163, 1, 1, 54, 0, 0, 0, 4, 2, 1, 0
163, 1, 1, 53, 0, 0, 0, 4, 2, 1, 0
248, 1, 0, 26, 0, 0, 0, 4, 2, 0, 0
255, 1, 0, 19, 3, 0, 0, 4, 2, 3, 0
171, 1, 0, 113, 0, 0, 0, 4, 1, 2, 0
228, 1, 0, 45, 3, 0, 0, 5, 2, 3, 0
135, 1, 1, 113, 0, 0, 0, 5, 1, 2, 0
95, 1, 0, 173, 1, 0, 0, 5, 1, 4, 0
153, 1, 0, 145, 2, 0, 0, 5, 2, 4, 0
165, 1, 0, 129, 0, 0, 0, 5, 1, 2, 0
163, 1, 1, 78, 0, 0, 0, 5, 2, 1, 0
163, 1, 1, 59, 5, 0, 0, 5, 2, 6, 0
148, 1, 0, 151, 0, 0, 0, 5, 1, 3, 0
163, 1, 1, 54, 2, 0, 0, 5, 2, 3, 0
163, 1, 2, 2, 0, 0, 0, 5, 2, 0, 0
169, 1, 0, 125, 0, 0, 0, 5, 1, 2, 0
172, 1, 0, 113, 0, 0, 0, 5, 1, 2, 0
135, 1, 1, 88, 0, 0, 0, 5, 2, 1, 0
259, 1, 0, 26, 0, 0, 0, 5, 2, 0, 0
13, 1, 1, 32, 0, 0, 0, 5, 2, 0, 0
276, 1, 0, 2, 0, 0, 0, 5, 2, 0, 0
163, 1, 1, 85, 1, 0, 1, 5, 2, 5, 0
135, 1, 1, 117, 0, 0, 0, 5, 1, 2, 0
263, 1, 0, 22, 1, 0, 0, 5, 2, 1, 0
163, 1, 1, 72, 0, 0, 0, 5, 2, 1, 0
163, 1, 1, 62, 3, 0, 0, 5, 2, 4, 0
13, 1, 1, 50, 1, 0, 0, 5, 2, 2, 0
271, 1, 0, 13, 0, 0, 0, 5, 2, 0, 0
135, 1, 1, 113, 0, 0, 0, 5, 1, 2, 0
13, 1, 1, 25, 1, 0, 0, 5, 2, 1, 0
135, 1, 1, 149, 1, 0, 0, 5, 2, 3, 0
163, 1, 1, 97, 7, 0, 0, 5, 2, 8, 0
163, 1, 2, 24, 0, 0, 0, 5, 2, 0, 0
135, 1, 1, 113, 0, 0, 0, 5, 1, 2, 0
163, 1, 2, 23, 0, 0, 0, 5, 2, 0, 0
277, 1, 0, 11, 0, 0, 0, 5, 2, 0, 0
13, 1, 1, 30, 0, 0, 0, 5, 2, 0, 0
241, 1, 0, 61, 3, 0, 0, 5, 2, 4, 0
163, 1, 2, 28, 1, 0, 0, 5, 2, 1, 0
163, 1, 1, 62, 0, 0, 0, 5, 2, 1, 0
13, 1, 1, 53, 6, 0, 0, 5, 2, 7, 0
163, 1, 2, 12, 0, 0, 0, 5, 2, 0, 0
163, 1, 1, 101, 5, 0, 0, 5, 2, 7, 0
258, 1, 0, 48, 0, 0, 0, 5, 2, 0, 0
210, 1, 0, 88, 2, 0, 0, 5, 2, 3, 0
226, 1, 0, 81, 0, 0, 0, 5, 2, 1, 0
163, 1, 2, 27, 0, 0, 0, 5, 2, 0, 0
195, 1, 0, 91, 0, 0, 0, 5, 2, 1, 0
163, 1, 2, 2, 0, 0, 0, 5, 2, 0, 0
201, 1, 0, 93, 3, 0, 0, 5, 2, 4, 0
163, 1, 2, 2, 0, 0, 0, 5, 2, 0, 0
190, 1, 0, 113, 0, 0, 0, 5, 1, 2, 0
198, 1, 0, 96, 3, 0, 1, 5, 2, 7, 1
260, 1, 0, 53, 0, 0, 0, 5, 2, 1, 0
288, 1, 0, 7, 0, 0, 0, 5, 2, 0, 0
13, 1, 1, 62, 1, 0, 0, 5, 2, 2, 0
163, 1, 1, 85, 0, 0, 0, 6, 2, 1, 0
182, 1, 0, 129, 0, 0, 0, 6, 1, 2, 0
217, 1, 0, 100, 1, 0, 0, 6, 2, 3, 0
281, 1, 0, 27, 2, 0, 0, 6, 2, 2, 0
163, 1, 1, 103, 3, 0, 0, 6, 2, 5, 0
163, 1, 2, 17, 0, 0, 0, 6, 2, 0, 0
163, 1, 1, 92, 0, 0, 0, 6, 2, 1, 0
250, 1, 0, 74, 0, 0, 0, 6, 2, 1, 0
196, 1, 0, 106, 1, 0, 1, 6, 2, 6, 0
163, 1, 1, 106, 0, 0, 0, 6, 2, 2, 0
163, 1, 2, 38, 0, 0, 0, 6, 2, 0, 0
163, 1, 1, 112, 1, 0, 1, 6, 2, 6, 0
208, 1, 0, 108, 0, 0, 0, 6, 1, 2, 0
246, 1, 0, 83, 2, 0, 0, 6, 2, 3, 0
274, 1, 0, 44, 0, 0, 0, 6, 2, 0, 0
203, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
211, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
213, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
163, 1, 1, 112, 2, 0, 0, 6, 2, 4, 0
202, 1, 0, 114, 3, 0, 0, 6, 2, 5, 0
214, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
163, 1, 1, 113, 0, 0, 0, 6, 1, 2, 0
163, 1, 1, 113, 0, 0, 0, 6, 1, 2, 0
215, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
216, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
273, 1, 0, 52, 0, 0, 0, 6, 2, 1, 0
163, 1, 1, 116, 0, 0, 0, 6, 2, 2, 0
220, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
222, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
240, 1, 0, 99, 0, 0, 0, 6, 2, 1, 0
280, 1, 0, 44, 0, 0, 0, 6, 2, 0, 0
310, 1, 0, 2, 0, 0, 0, 6, 2, 0, 0
163, 1, 1, 113, 0, 0, 0, 6, 1, 2, 0
163, 1, 2, 51, 3, 0, 0, 6, 2, 4, 0
285, 1, 0, 41, 2, 0, 0, 6, 2, 2, 0
264, 1, 0, 76, 0, 0, 0, 6, 2, 1, 0
227, 1, 0, 116, 0, 0, 0, 6, 1, 2, 0
163, 1, 2, 48, 0, 0, 0, 6, 2, 0, 0
163, 1, 2, 28, 0, 0, 0, 6, 2, 0, 0
13, 1, 1, 90, 1, 0, 0, 6, 2, 2, 0
232, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
234, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
163, 1, 1, 113, 0, 0, 0, 6, 1, 2, 0
219, 1, 0, 129, 0, 0, 0, 6, 1, 2, 0
231, 1, 0, 115, 0, 0, 0, 6, 1, 2, 0
236, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
238, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
261, 1, 0, 89, 0, 0, 0, 6, 2, 1, 0
163, 1, 2, 67, 3, 0, 1, 6, 2, 7, 0
163, 1, 2, 30, 0, 0, 0, 6, 2, 0, 0
239, 1, 0, 113, 0, 0, 0, 6, 1, 2, 0
302, 1, 0, 21, 1, 0, 0, 6, 2, 1, 0
196, 1, 1, 5, 0, 0, 0, 6, 2, 0, 0
292, 1, 0, 35, 2, 0, 0, 6, 2, 2, 0
305, 1, 0, 23, 1, 0, 0, 6, 2, 1, 0
196, 1, 1, 21, 0, 0, 0, 6, 2, 0, 0
13, 1, 1, 113, 0, 0, 0, 6, 1, 2, 0
163, 1, 2, 34, 4, 0, 0, 6, 2, 4, 0
163, 1, 1, 140, 2, 0, 0, 7, 2, 4, 0
247, 1, 0, 113, 0, 0, 0, 7, 1, 2, 0
253, 1, 0, 111, 0, 0, 0, 7, 2, 2, 0
55, 1, 0, 254, 4, 0, 0, 7, 1, 9, 0
249, 1, 0, 113, 0, 0, 0, 7, 1, 2, 0
164, 1, 0, 213, 1, 0, 0, 7, 1, 5, 0
252, 1, 0, 113, 0, 0, 0, 7, 1, 2, 0
299, 1, 0, 36, 0, 0, 0, 7, 2, 0, 0
13, 1, 1, 118, 0, 0, 0, 7, 1, 2, 0
254, 1, 0, 113, 0, 0, 0, 7, 1, 2, 0
267, 1, 0, 92, 3, 0, 0, 7, 2, 4, 0
333, 1, 0, 2, 0, 0, 0, 7, 2, 0, 0
334, 1, 0, 2, 0, 0, 0, 7, 2, 0, 0
196, 1, 1, 2, 1, 0, 0, 7, 2, 1, 0
13, 1, 1, 113, 0, 0, 0, 7, 1, 2, 0
319, 1, 0, 16, 1, 0, 0, 7, 2, 1, 0
196, 1, 1, 11, 2, 0, 0, 7, 2, 2, 0
163, 1, 2, 35, 0, 0, 0, 7, 2, 0, 0
13, 1, 1, 122, 0, 0, 0, 7, 1, 2, 0
13, 1, 1, 113, 0, 0, 0, 7, 1, 2, 0
199, 1, 0, 151, 1, 0, 0, 7, 1, 4, 0
257, 1, 0, 113, 0, 0, 0, 7, 1, 2, 0
163, 1, 2, 96, 2, 0, 0, 7, 2, 3, 0
163, 1, 2, 77, 1, 0, 0, 7, 2, 2, 0
279, 1, 0, 82, 0, 0, 0, 7, 2, 1, 0
179, 1, 0, 187, 1, 0, 0, 7, 1, 4, 0
224, 1, 0, 150, 0, 0, 0, 7, 1, 3, 0
13, 1, 1, 121, 3, 0, 0, 7, 2, 5, 0
278, 1, 0, 84, 0, 0, 0, 7, 2, 1, 0
163, 1, 2, 60, 3, 0, 1, 7, 2, 7, 0
304, 1, 0, 42, 1, 0, 0, 7, 2, 1, 0
335, 1, 0, 12, 0, 0, 0, 7, 2, 0, 0
13, 1, 1, 116, 0, 0, 0, 7, 1, 2, 0
13, 1, 1, 108, 5, 0, 0, 7, 2, 7, 0
163, 1, 2, 63, 0, 0, 0, 7, 2, 1, 0
344, 1, 0, 2, 0, 0, 0, 7, 2, 0, 0
262, 1, 0, 113, 0, 0, 0, 7, 1, 2, 0
13, 1, 1, 114, 0, 0, 0, 7, 1, 2, 0
256, 1, 0, 126, 0, 0, 0, 7, 1, 2, 0
266, 1, 0, 113, 0, 0, 0, 7, 1, 2, 0
268, 1, 0, 110, 1, 0, 0, 7, 2, 3, 0
163, 1, 2, 51, 8, 0, 0, 7, 2, 9, 0
315, 1, 0, 38, 0, 0, 0, 7, 2, 0, 0
163, 1, 2, 97, 1, 0, 0, 7, 2, 2, 0
198, 1, 1, 14, 1, 0, 0, 7, 2, 1, 0
198, 1, 1, 11, 0, 0, 0, 7, 2, 0, 0
198, 1, 1, 16, 0, 0, 0, 7, 2, 0, 0
163, 1, 2, 113, 0, 0, 0, 7, 1, 2, 0
245, 1, 0, 142, 8, 0, 0, 7, 2, 10, 0
13, 1, 1, 127, 0, 0, 0, 7, 1, 2, 0
320, 1, 0, 36, 0, 0, 0, 7, 2, 0, 0
347, 1, 0, 5, 0, 0, 0, 7, 2, 0, 0
198, 1, 1, 4, 0, 0, 0, 7, 2, 0, 0
163, 1, 2, 94, 2, 0, 0, 7, 2, 3, 0
306, 1, 0, 54, 0, 0, 0, 7, 2, 1, 0
293, 1, 0, 69, 4, 0, 1, 7, 2, 8, 0
330, 1, 0, 30, 0, 0, 0, 7, 2, 0, 0
353, 1, 0, 4, 1, 0, 0, 7, 2, 1, 0
163, 1, 2, 85, 0, 0, 0, 8, 2, 1, 0
270, 1, 0, 113, 0, 0, 0, 8, 1, 2, 0
269, 1, 0, 116, 0, 0, 0, 8, 1, 2, 0
327, 1, 0, 39, 0, 0, 0, 8, 2, 0, 0
345, 1, 0, 19, 0, 0, 0, 8, 2, 0, 0
346, 1, 0, 18, 1, 0, 0, 8, 2, 1, 0
272, 1, 0, 113, 0, 0, 0, 8, 1, 2, 0
230, 1, 0, 161, 3, 0, 0, 8, 2, 6, 0
275, 1, 0, 113, 0, 0, 0, 8, 1, 2, 0
163, 1, 2, 113, 0, 0, 0, 8, 1, 2, 0
298, 1, 0, 70, 1, 0, 0, 8, 2, 2, 0
196, 1, 1, 34, 0, 0, 0, 8, 2, 0, 0
198, 1, 1, 15, 0, 0, 0, 8, 2, 0, 0
352, 1, 0, 12, 0, 0, 0, 8, 2, 0, 0
163, 1, 2, 114, 0, 0, 0, 8, 1, 2, 0
198, 1, 1, 32, 0, 0, 0, 8, 2, 0, 0
13, 1, 1, 152, 1, 0, 0, 8, 1, 4, 0
198, 1, 1, 25, 1, 0, 0, 8, 2, 1, 0
196, 1, 1, 68, 1, 0, 0, 8, 2, 2, 0
163, 1, 2, 129, 0, 0, 0, 8, 1, 2, 0
332, 1, 0, 48, 3, 0, 1, 8, 2, 6, 0
369, 1, 0, 2, 0, 0, 0, 8, 2, 0, 0
283, 1, 0, 114, 0, 0, 0, 8, 1, 2, 0
163, 1, 2, 113, 0, 0, 0, 8, 1, 2, 0
329, 1, 0, 55, 2, 0, 0, 8, 2, 3, 0
